dataset,family,reranker,n_users,n_candidates,k,cpu_train,wall_train,cpu_rerank_setup,wall_rerank_setup,cpu_retrieve_score,wall_retrieve_score,cpu_retrieve_select,wall_retrieve_select,cpu_rerank,wall_rerank,cpu_once,cpu_per_request,ndcg,ndcg_vs_retrieval,recall,exposure_parity,catalogue_coverage,gini,candidate_hit_rate,note.seed,note.lam,note.mu,repeat,n_candidates_requested,status,error,below_quantum,n_items,n_train_users,density,trustworthy,busy_pct_at_start,intra_list_similarity,note.n_candidates_requested,note.n_candidates_capped_by,note.n_candidates_kept_fraction
ml100k,als,none,200,50,10,4.03125,4.278476999999839,0.0,0.0,0.0142045454545454,0.3098744000017177,0.0076219512195121,0.3120669000018097,0.0,0.0,4.03125,0.0001091324833702,0.0702686881516989,1.0,0.165,0.8225,0.4225352112676056,0.776581171237954,0.4,0,0.3,1.0,0,50,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,als,none,200,100,10,3.96875,4.044551599999977,0.0,0.0,0.0135869565217391,0.3059642000007443,0.0082236842105263,0.3129074999997101,0.0,0.0,3.96875,0.0001090532036613,0.0702686881516989,1.0,0.165,0.8225,0.4225352112676056,0.776581171237954,0.525,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,als,none,200,200,10,3.71875,3.7841487000005145,0.0,0.0,0.0148809523809523,0.3043371999992814,0.0130208333333333,0.3157405000019935,0.0,0.0,3.71875,0.0001395089285714,0.0702686881516989,1.0,0.165,0.8225,0.4225352112676056,0.776581171237954,0.66,0,0.3,1.0,0,200,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,als,none,200,400,10,3.90625,3.9671913999991375,0.0,0.0,0.01953125,0.3160797000018647,0.0173611111111111,0.3136978000002273,0.0,0.0,3.90625,0.0001844618055555,0.0702686881516989,1.0,0.165,0.8225,0.4225352112676056,0.776581171237954,0.84,0,0.3,1.0,0,400,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,als,none,200,800,10,3.921875,3.920477600000595,0.0,0.0,0.015625,0.3133631000018795,0.0252403846153846,0.3247031000028073,0.0,0.0,3.921875,0.0002043269230769,0.0702686881516989,1.0,0.165,0.8225,0.4225352112676056,0.776581171237954,0.93,0,0.3,1.0,0,800,ok,,,1349,943,0.0773079623019132,True,4.2,,,,
ml100k,als,quota_mmr,200,50,10,4.09375,4.093152199999167,0.09765625,0.4034833000005164,0.0148809523809523,0.3202988999983063,0.0120192307692307,0.3045179000000644,0.15625,0.3225435999993351,4.19140625,0.0009157509157509,0.0596106820717359,0.9704459396309644,0.135,0.2679999999999999,0.4403261675315048,0.7720326167531505,0.4,0,0.3,1.0,0,50,ok,,,1349,943,0.0773079623019132,True,4.2,0.1770866692384824,,,
ml100k,als,quota_mmr,200,100,10,3.953125,3.9513842000014847,0.1015625,0.4159841000000597,0.0142045454545454,0.3058163999994576,0.0082236842105263,0.3148835000029066,0.3125,0.3060353000000759,4.0546875,0.0016746411483253,0.0494588050540856,0.967150826611076,0.11,0.2579999999999999,0.4366197183098591,0.7719962935507784,0.525,0,0.3,1.0,0,100,ok,,,1349,943,0.0773079623019132,True,4.2,0.1705541031721424,,,
ml100k,als,quota_mmr,200,200,10,4.0,4.059428199998365,0.109375,0.3429283000004943,0.015625,0.3090340999988257,0.0130208333333333,0.303502999999182,0.765625,0.8348652000022412,4.109375,0.0039713541666666,0.0517396862998914,0.964975935286848,0.115,0.259,0.4425500370644922,0.7655626389918458,0.66,0,0.3,1.0,0,200,ok,,,1349,943,0.0773079623019132,True,4.2,0.1629444513781293,,,
ml100k,als,quota_mmr,200,400,10,4.03125,4.179058999998233,0.09765625,0.3812025999977777,0.0142045454545454,0.3128242999991926,0.0142045454545454,0.3082036999985575,1.609375,1.6188514999994368,4.12890625,0.0081889204545454,0.0515864581992588,0.9627678545453788,0.115,0.256,0.4536693847294292,0.7588450704225352,0.84,0,0.3,1.0,0,400,ok,,,1349,943,0.0773079623019132,True,4.2,0.1563236592623882,,,
ml100k,als,quota_mmr,200,800,10,3.703125,3.804019999999582,0.09765625,0.3814396000016131,0.0142045454545454,0.3119187999982387,0.0223214285714285,0.3121074000009685,4.140625,4.1825050999977975,3.80078125,0.0208857548701298,0.051805576953453,0.9600978906882148,0.115,0.2535,0.4603409933283914,0.7523498888065233,0.93,0,0.3,1.0,0,800,ok,,,1349,943,0.0773079623019132,True,4.2,0.1504927658377796,,,
