stage,label,wall_seconds,cpu_seconds,cpu_user_seconds,cpu_system_seconds,cpu_utilisation,peak_rss_bytes,repeats,cpu_seconds_each,meta.catalogue,meta.repeat,meta.meter,dataset,family,reranker,repeat
rerank,itemknn,0.3844864999991841,0.375,0.375,0.0,0.97532683202348,314335232,2,0.1875,ml100k,0,,ml100k,itemknn,mmr,0
train,itemknn,0.3904844999997294,0.390625,0.34375,0.046875,1.000359809416944,314335232,2,0.1953125,ml100k,0,,ml100k,itemknn,quota_mmr,0
rerank_setup,itemknn,0.3641704999972717,0.359375,0.296875,0.0625,0.9868317175682608,314335232,4,0.08984375,ml100k,0,,ml100k,itemknn,quota_mmr,0
retrieve_score,itemknn,0.3203531999970437,0.3125,0.3125,0.0,0.9754858075489298,314335232,21,0.0148809523809523,ml100k,0,,ml100k,itemknn,quota_mmr,0
retrieve_select,itemknn,0.3015368999986094,0.3125,0.265625,0.046875,1.0363574076719668,314335232,75,0.0041666666666666,ml100k,0,,ml100k,itemknn,quota_mmr,0
rerank,itemknn,0.3554911000028369,0.34375,0.328125,0.015625,0.966972168915781,314335232,3,0.1145833333333333,ml100k,0,,ml100k,itemknn,quota_mmr,0
train,itemknn,0.4048264000011841,0.40625,0.328125,0.078125,1.0035165690745755,314335232,2,0.203125,ml100k,0,,ml100k,itemknn,balanced_quota,0
rerank_setup,itemknn,0.366609899996547,0.359375,0.296875,0.0625,0.9802653992796836,314335232,4,0.08984375,ml100k,0,,ml100k,itemknn,balanced_quota,0
retrieve_score,itemknn,0.3059343000059016,0.3125,0.3125,0.0,1.02146114376182,314335232,21,0.0148809523809523,ml100k,0,,ml100k,itemknn,balanced_quota,0
retrieve_select,itemknn,0.3097523000033106,0.328125,0.25,0.078125,1.0593141681159202,314335232,76,0.0043174342105263,ml100k,0,,ml100k,itemknn,balanced_quota,0
rerank,itemknn,0.3252544999995734,0.3125,0.3125,0.0,0.9607860921229676,314335232,3,0.1041666666666666,ml100k,0,,ml100k,itemknn,balanced_quota,0
train,itemknn,0.3966060000020661,0.390625,0.34375,0.046875,0.984919542311425,314335232,2,0.1953125,ml100k,0,,ml100k,itemknn,qubo_feasible,0
rerank_setup,itemknn,0.3646697999938624,0.375,0.3125,0.0625,1.0283275445521167,314335232,4,0.09375,ml100k,0,,ml100k,itemknn,qubo_feasible,0
retrieve_score,itemknn,0.3279039999979432,0.328125,0.28125,0.046875,1.0006739777558622,314335232,22,0.0149147727272727,ml100k,0,,ml100k,itemknn,qubo_feasible,0
retrieve_select,itemknn,0.3128624000019044,0.3125,0.21875,0.09375,0.9988416632938242,314335232,63,0.0049603174603174,ml100k,0,,ml100k,itemknn,qubo_feasible,0
